pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender
1,1,2,"Peuchen, Major. Arthur Godfrey",52,0,0,113786,30.5,C104,S,6, ,"Toronto, ON",0
2,1,1,"Phillips, Miss. Alice Frances Louisa",21,0,1,S.O./P.P. 2,21, ,S,12, ,"Ilfracombe, Devon",1
2,1,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19,0,0,250655,26, ,S,11, ,"Worcester, England",1
2,0,1,"Phillips, Mr. Escott Robert",43,0,1,S.O./P.P. 2,21, ,S, , ,"Ilfracombe, Devon",0
3,1,1,"Pickard, Mr. Berk (Berk Trembisky)",32,0,0,SOTON/O.Q. 392078,8.05,E10,S,9, , ,0
2,1,2,"Pinsky, Mrs. (Rosa)",32,0,0,234604,13, ,S,9, ,Russia,1
3,0,2,"Plotcharsky, Mr. Vasil", ,0,0,349227,7.8958, ,S, , , ,0
3,0,2,"Pokrnic, Mr. Mate",17,0,0,315095,8.6625, ,S, , , ,0
3,0,2,"Pokrnic, Mr. Tome",24,0,0,315092,8.6625, ,S, , , ,0
2,0,1,"Ponesell, Mr. Martin",34,0,0,250647,13, ,S, , ,"Denmark / New York, NY",0
2,1,0,"Portaluppi, Mr. Emilio Ilario Giuseppe",30,0,0,C.A. 34644,12.7375, ,C,14, ,"Milford, NH",0
1,0,0,"Porter, Mr. Walter Chamberlain",47,0,0,110465,52,C110,S, ,207,"Worcester, MA",0
1,1,0,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56,0,1,11767,83.1583,C50,C,7, ,"Mt Airy, Philadelphia, PA",1
2,0,0,"Pulbaum, Mr. Franz",27,0,0,SC/PARIS 2168,15.0333, ,C, , ,Paris,0
2,1,2,"Quick, Miss. Phyllis May",2,1,1,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI",1
2,1,2,"Quick, Miss. Winifred Vera",8,1,1,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI",1
2,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",33,0,2,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI",1
3,0,2,"Radeff, Mr. Alexander", ,0,0,349223,7.8958, ,S, , , ,0
3,0,2,"Rasmussen, Mrs. (Lena Jacobsen Solvang)", ,0,0,65305,8.1125, ,S, , , ,1
3,0,2,"Razi, Mr. Raihed", ,0,0,2629,7.2292, ,C, , , ,0
3,0,2,"Reed, Mr. James George", ,0,0,362316,7.25, ,S, , , ,0
2,0,1,"Reeves, Mr. David",36,0,0,C.A. 17248,10.5, ,S, , ,"Brighton, Sussex",0
3,0,2,"Rekic, Mr. Tido",38,0,0,349249,7.8958, ,S, , , ,0
2,0,0,"Renouf, Mr. Peter Henry",34,1,0,31027,21, ,S,12, ,"Elizabeth, NJ",0
2,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30,3,0,31027,21, ,S, , ,"Elizabeth, NJ",1
1,0,2,"Reuchlin, Jonkheer. John George",38,0,0,19972,0, ,S, , ,"Rotterdam, Netherlands",0
2,1,2,"Reynaldo, Ms. Encarnacion",28,0,0,230434,13, ,S,9, ,Spain,1
3,0,1,"Reynolds, Mr. Harold J",21,0,0,342684,8.05, ,S, , , ,0
1,1,2,"Rheims, Mr. George Alexander Lucien", ,0,0,PC 17607,39.6, ,S,A, ,"Paris /  New York, NY",0
3,0,2,"Rice, Master. Albert",10,4,1,382652,29.125, ,Q, , , ,0
3,0,2,"Rice, Master. Arthur",4,4,1,382652,29.125, ,Q, , , ,0
3,0,2,"Rice, Master. Eric",7,4,1,382652,29.125, ,Q, , , ,0
3,0,2,"Rice, Master. Eugene",2,4,1,382652,29.125, ,Q, , , ,0
3,0,2,"Rice, Master. George Hugh",8,4,1,382652,29.125, ,Q, , , ,0
3,0,2,"Rice, Mrs. William (Margaret Norton)",39,0,5,382652,29.125, ,Q, ,327, ,1
2,0,2,"Richard, Mr. Emile",23,0,0,SC/PARIS 2133,15.0458, ,C, , ,"Paris / Montreal, PQ",0
2,1,1,"Richards, Master. George Sibley",.8333,1,1,29106,18.75, ,S,4, ,"Cornwall / Akron, OH",0
2,1,1,"Richards, Master. William Rowe",3,1,1,29106,18.75, ,S,4, ,"Cornwall / Akron, OH",0
2,1,1,"Richards, Mrs. Sidney (Emily Hocking)",24,2,3,29106,18.75, ,S,4, ,"Cornwall / Akron, OH",1
2,1,1,"Ridsdale, Miss. Lucy",50,0,0,W./C. 14258,10.5, ,S,13, ,"London, England / Marietta, Ohio and Milwaukee, WI",1
3,0,2,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",22,0,0,3101295,39.6875, ,S, , , ,1
1,0,2,"Ringhini, Mr. Sante",22,0,0,PC 17760,135.6333, ,C, ,232, ,0
3,0,2,"Rintamaki, Mr. Matti",35,0,0,STON/O 2. 3101273,7.125, ,S, , , ,0
3,1,2,"Riordan, Miss. Johanna ""Hannah""", ,0,0,334915,7.7208, ,Q,13, , ,1
3,0,1,"Risien, Mr. Samuel Beard", ,0,0,364498,14.5, ,S, , , ,0
3,0,1,"Risien, Mrs. Samuel (Emma)", ,0,0,364498,14.5, ,S, , , ,1
1,0,2,"Robbins, Mr. Victor", ,0,0,PC 17757,227.525, ,C, , , ,0
1,1,0,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43,0,1,24160,211.3375,B3,S,2, ,"St Louis, MO",1
3,0,1,"Robins, Mr. Alexander A",50,1,0,A/5. 3337,14.5, ,S, ,119, ,0
3,0,1,"Robins, Mrs. Alexander A (Grace Charity Laury)",47,1,0,A/5. 3337,14.5, ,S, ,7, ,1
1,0,0,"Roebling, Mr. Washington Augustus II",31,0,0,PC 17590,50.4958,A24,S, , ,"Trenton, NJ",0
2,0,1,"Rogers, Mr. Reginald Harry",19,0,0,28004,10.5, ,S, , , ,0
3,0,2,"Rogers, Mr. William John", ,0,0,S.C./A.4. 23567,8.05, ,S, , , ,0
1,1,0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45,0,0,111428,26.55, ,S,9, ,"New York, NY",0
3,0,2,"Rommetvedt, Mr. Knud Paust", ,0,0,312993,7.775, ,S, , , ,0
1,0,0,"Rood, Mr. Hugh Roscoe", ,0,0,113767,50,A32,S, , ,"Seattle, WA",0
3,0,2,"Rosblom, Miss. Salli Helena",2,1,1,370129,20.2125, ,S, , , ,1
3,0,2,"Rosblom, Mr. Viktor Richard",18,1,1,370129,20.2125, ,S, , , ,0
3,0,2,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,0,2,370129,20.2125, ,S, , , ,1
1,1,2,"Rosenbaum, Miss. Edith Louise",33,0,0,PC 17613,27.7208,A11,C,11, ,"Paris, France",1
1,0,0,"Rosenshine, Mr. George (""Mr George Thorne"")",46,0,0,PC 17585,79.2, ,C, ,16,"New York, NY",0
1,0,2,"Ross, Mr. John Hugo",36,0,0,13049,40.125,A10,C, , ,"Winnipeg, MB",0
3,1,1,"Roth, Miss. Sarah A", ,0,0,342712,8.05, ,S,C, , ,1
1,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33,0,0,110152,86.5,B77,S,8, ,"London  Vancouver, BC",1
1,0,0,"Rothschild, Mr. Martin",55,1,0,PC 17603,59.4, ,C, , ,"New York, NY",0
1,1,0,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54,1,0,PC 17603,59.4, ,C,6, ,"New York, NY",1
3,0,1,"Rouse, Mr. Richard Henry",50,0,0,A/5 3594,8.05, ,S, , , ,0
1,0,2,"Rowe, Mr. Alfred G",33,0,0,113790,26.55, ,S, ,109,London,0
2,1,2,"Rugg, Miss. Emily",21,0,0,C.A. 31026,10.5, ,S,12, ,"Guernsey / Wilmington, DE",1
3,0,1,"Rush, Mr. Alfred George John",16,0,0,A/4. 20589,8.05, ,S, , , ,0
3,1,2,"Ryan, Mr. Edward", ,0,0,383162,7.75, ,Q,14, , ,0
3,0,2,"Ryan, Mr. Patrick", ,0,0,371110,24.15, ,Q, , , ,0
1,1,0,"Ryerson, Master. John Borie",13,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4, ,"Haverford, PA / Cooperstown, NY",0
1,1,0,"Ryerson, Miss. Emily Borie",18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4, ,"Haverford, PA / Cooperstown, NY",1
1,1,0,"Ryerson, Miss. Susan Parker ""Suzette""",21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4, ,"Haverford, PA / Cooperstown, NY",1
1,0,0,"Ryerson, Mr. Arthur Larned",61,1,3,PC 17608,262.375,B57 B59 B63 B66,C, , ,"Haverford, PA / Cooperstown, NY",0
1,1,0,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",48,1,3,PC 17608,262.375,B57 B59 B63 B66,C,4, ,"Haverford, PA / Cooperstown, NY",1
3,0,2,"Saad, Mr. Amin", ,0,0,2671,7.2292, ,C, , , ,0
3,0,2,"Saad, Mr. Khalil",25,0,0,2672,7.225, ,C, , , ,0
3,0,2,"Saade, Mr. Jean Nassr", ,0,0,2676,7.225, ,C, , , ,0
1,1,1,"Saalfeld, Mr. Adolphe", ,0,0,19988,30.5,C106,S,3, ,"Manchester, England",0
3,0,2,"Sadlier, Mr. Matthew", ,0,0,367655,7.7292, ,Q, , , ,0
3,0,1,"Sadowitz, Mr. Harry", ,0,0,LP 1588,7.575, ,S, , , ,0
3,0,2,"Saether, Mr. Simon Sivertsen",38.5,0,0,SOTON/O.Q. 3101262,7.25, ,S, ,32, ,0
3,0,1,"Sage, Master. Thomas Henry", ,8,2,CA. 2343,69.55, ,S, , , ,0
3,0,2,"Sage, Master. William Henry",14.5,8,2,CA. 2343,69.55, ,S, ,67, ,0
3,0,1,"Sage, Miss. Ada", ,8,2,CA. 2343,69.55, ,S, , , ,1
3,0,1,"Sage, Miss. Constance Gladys", ,8,2,CA. 2343,69.55, ,S, , , ,1
3,0,1,"Sage, Miss. Dorothy Edith ""Dolly""", ,8,2,CA. 2343,69.55, ,S, , , ,1
3,0,1,"Sage, Miss. Stella Anna", ,8,2,CA. 2343,69.55, ,S, , , ,1
3,0,2,"Sage, Mr. Douglas Bullen", ,8,2,CA. 2343,69.55, ,S, , , ,0
3,0,2,"Sage, Mr. Frederick", ,8,2,CA. 2343,69.55, ,S, , , ,0
3,0,1,"Sage, Mr. George John Jr", ,8,2,CA. 2343,69.55, ,S, , , ,0
3,0,2,"Sage, Mr. John George", ,1,9,CA. 2343,69.55, ,S, , , ,0
3,0,1,"Sage, Mrs. John (Annie Bullen)", ,1,9,CA. 2343,69.55, ,S, , , ,1
1,1,2,"Sagesser, Mlle. Emma",24,0,0,PC 17477,69.3,B35,C,9, , ,1
3,0,2,"Salander, Mr. Karl Johan",24,0,0,7266,9.325, ,S, , , ,0
3,1,2,"Salkjelsvik, Miss. Anna Kristine",21,0,0,343120,7.65, ,S,C, , ,1
1,1,0,"Salomon, Mr. Abraham L", ,0,0,111163,26, ,S,1, ,"New York, NY",0
3,0,0,"Salonen, Mr. Johan Werner",39,0,0,3101296,7.925, ,S, , , ,0
3,0,2,"Samaan, Mr. Elias", ,2,0,2662,21.6792, ,C, , , ,0
3,0,2,"Samaan, Mr. Hanna", ,2,0,2662,21.6792, ,C, , , ,0
3,0,2,"Samaan, Mr. Youssef", ,2,0,2662,21.6792, ,C, , , ,0
3,1,2,"Sandstrom, Miss. Beatrice Irene",1,1,1,PP 9549,16.7,G6,S,13, , ,1
3,1,2,"Sandstrom, Miss. Marguerite Rut",4,1,1,PP 9549,16.7,G6,S,13, , ,1
3,1,2,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,0,2,PP 9549,16.7,G6,S,13, , ,1
3,1,2,"Sap, Mr. Julius",25,0,0,345768,9.5, ,S,11, , ,0
3,0,1,"Saundercock, Mr. William Henry",20,0,0,A/5. 2151,8.05, ,S, , , ,0
3,0,1,"Sawyer, Mr. Frederick Charles",24.5,0,0,342826,8.05, ,S, ,284, ,0
3,0,2,"Scanlan, Mr. James", ,0,0,36209,7.725, ,Q, , , ,0
1,1,2,"Schabert, Mrs. Paul (Emma Mock)",35,1,0,13236,57.75,C28,C,11, ,"New York, NY",1
2,0,0,"Schmidt, Mr. August",26,0,0,248659,13, ,S, , ,"Newark, NJ",0
3,0,2,"Sdycoff, Mr. Todor", ,0,0,349222,7.8958, ,S, , , ,0
2,0,1,"Sedgwick, Mr. Charles Frederick Waddington",25,0,0,244361,13, ,S, , ,Liverpool,0
1,1,2,"Serepeca, Miss. Augusta",30,0,0,113798,31, ,C,4, , ,1
1,1,0,"Seward, Mr. Frederic Kimber",34,0,0,113794,26.55, ,S,7, ,"New York, NY",0
2,0,1,"Sharp, Mr. Percival James R",27,0,0,244358,26, ,S, , ,"Hornsey, England",0
3,0,2,"Shaughnessy, Mr. Patrick", ,0,0,370374,7.75, ,Q, , , ,0
3,1,2,"Sheerlinck, Mr. Jan Baptist",29,0,0,345779,9.5, ,S,11, , ,0
3,0,1,"Shellard, Mr. Frederick William", ,0,0,C.A. 6212,15.1, ,S, , , ,0
2,1,0,"Shelley, Mrs. William (Imanita Parrish Hall)",25,0,1,230433,26, ,S,12, ,"Deer Lodge, MT",1
3,1,1,"Shine, Miss. Ellen Natalia", ,0,0,330968,7.7792, ,Q, , , ,1
3,0,1,"Shorney, Mr. Charles Joseph", ,0,0,374910,8.05, ,S, , , ,0
1,1,0,"Shutes, Miss. Elizabeth W",40,0,0,PC 17582,153.4625,C125,S,3, ,"New York, NY / Greenwich CT",1
2,1,2,"Silven, Miss. Lyyli Karoliina",18,0,2,250652,13, ,S,16, ,"Finland / Minneapolis, MN",1
1,1,0,"Silverthorne, Mr. Spencer Victor",35,0,0,PC 17475,26.2875,E24,S,5, ,"St Louis, MO",0
1,0,0,"Silvey, Mr. William Baird",50,1,0,13507,55.9,E44,S, , ,"Duluth, MN",0
1,1,0,"Silvey, Mrs. William Baird (Alice Munger)",39,1,0,13507,55.9,E44,S,11, ,"Duluth, MN",1
3,0,2,"Simmons, Mr. John", ,0,0,SOTON/OQ 392082,8.05, ,S, , , ,0
1,1,2,"Simonius-Blumer, Col. Oberst Alfons",56,0,0,13213,35.5,A26,C,3, ,"Basel, Switzerland",0
2,1,1,"Sincock, Miss. Maude",20,0,0,C.A. 33112,36.75, ,S,11, ,"Cornwall / Hancock, MI",1
2,1,0,"Sinkkonen, Miss. Anna",30,0,0,250648,13, ,S,10, ,"Finland / Washington, DC",1
3,0,2,"Sirayanian, Mr. Orsen",22,0,0,2669,7.2292, ,C, , , ,0
3,0,1,"Sirota, Mr. Maurice", ,0,0,392092,8.05, ,S, , , ,0
3,0,2,"Sivic, Mr. Husein",40,0,0,349251,7.8958, ,S, , , ,0
3,0,0,"Sivola, Mr. Antti Wilhelm",21,0,0,STON/O 2. 3101280,7.925, ,S, , , ,0
3,1,2,"Sjoblom, Miss. Anna Sofia",18,0,0,3101265,7.4958, ,S,16, , ,1
2,0,2,"Sjostedt, Mr. Ernst Adolf",59,0,0,237442,13.5, ,S, , ,"Sault St Marie, ON",0
3,0,2,"Skoog, Master. Harald",4,3,2,347088,27.9, ,S, , , ,0
3,0,2,"Skoog, Master. Karl Thorsten",10,3,2,347088,27.9, ,S, , , ,0
3,0,2,"Skoog, Miss. Mabel",9,3,2,347088,27.9, ,S, , , ,1
3,0,2,"Skoog, Miss. Margit Elizabeth",2,3,2,347088,27.9, ,S, , , ,1
3,0,2,"Skoog, Mr. Wilhelm",40,1,4,347088,27.9, ,S, , , ,0
3,0,2,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,1,4,347088,27.9, ,S, , , ,1
3,0,2,"Slabenoff, Mr. Petco", ,0,0,349214,7.8958, ,S, , , ,0
2,1,2,"Slayter, Miss. Hilda Mary",30,0,0,234818,12.35, ,Q,13, ,"Halifax, NS",1
2,0,1,"Slemen, Mr. Richard James",35,0,0,28206,10.5, ,S, , ,Cornwall,0
3,0,1,"Slocovski, Mr. Selman Francis", ,0,0,SOTON/OQ 392086,8.05, ,S, , , ,0
1,1,0,"Sloper, Mr. William Thompson",28,0,0,113788,35.5,A6,S,7, ,"New Britain, CT",0
1,0,1,"Smart, Mr. John Montgomery",56,0,0,113792,26.55, ,S, , ,"New York, NY",0
3,0,2,"Smiljanic, Mr. Mile", ,0,0,315037,8.6625, ,S, , , ,0
2,1,2,"Smith, Miss. Marion Elsie",40,0,0,31418,13, ,S,9, , ,1
1,0,2,"Smith, Mr. James Clinch",56,0,0,17764,30.6958,A7,C, , ,"St James, Long Island, NY",0
1,0,0,"Smith, Mr. Lucien Philip",24,1,0,13695,60,C31,S, , ,"Huntington, WV",0
1,0,1,"Smith, Mr. Richard William", ,0,0,113056,26,A19,S, , ,"Streatham, Surrey",0
3,0,2,"Smith, Mr. Thomas", ,0,0,384461,7.75, ,Q, , , ,0
1,1,0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",18,1,0,13695,60,C31,S,6, ,"Huntington, WV",1
3,1,2,"Smyth, Miss. Julia", ,0,0,335432,7.7333, ,Q,13, , ,1
1,1,0,"Snyder, Mr. John Pillsbury",24,1,0,21228,82.2667,B45,S,7, ,"Minneapolis, MN",0
1,1,0,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",23,1,0,21228,82.2667,B45,S,7, ,"Minneapolis, MN",1
2,0,1,"Sobey, Mr. Samuel James Hayden",25,0,0,C.A. 29178,13, ,S, , ,"Cornwall / Houghton, MI",0
3,0,2,"Soholt, Mr. Peter Andreas Lauritz Andersen",19,0,0,348124,7.65,F G73,S, , , ,0
3,0,1,"Somerton, Mr. Francis William",30,0,0,A.5. 18509,8.05, ,S, , , ,0
3,0,1,"Spector, Mr. Woolf", ,0,0,A.5. 3236,8.05, ,S, , , ,0
1,1,0,"Spedden, Master. Robert Douglas",6,0,2,16966,134.5,E34,C,3, ,"Tuxedo Park, NY",0
1,1,0,"Spedden, Mr. Frederic Oakley",45,1,1,16966,134.5,E34,C,3, ,"Tuxedo Park, NY",0
1,1,0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40,1,1,16966,134.5,E34,C,3, ,"Tuxedo Park, NY",1
1,0,0,"Spencer, Mr. William Augustus",57,1,0,PC 17569,146.5208,B78,C, , ,"Paris, France",0
1,1,0,"Spencer, Mrs. William Augustus (Marie Eugenie)", ,1,0,PC 17569,146.5208,B78,C,6, ,"Paris, France",1
3,0,1,"Spinner, Mr. Henry John",32,0,0,STON/OQ. 369943,8.05, ,S, , , ,0
1,1,2,"Stahelin-Maeglin, Dr. Max",32,0,0,13214,30.5,B50,C,3, ,"Basel, Switzerland",0
3,0,2,"Staneff, Mr. Ivan", ,0,0,349208,7.8958, ,S, , , ,0
3,0,2,"Stankovic, Mr. Ivan",33,0,0,349239,8.6625, ,C, , , ,0
3,1,1,"Stanley, Miss. Amy Zillah Elsie",23,0,0,CA. 2314,7.55, ,S,C, , ,1
3,0,1,"Stanley, Mr. Edward Roland",21,0,0,A/4 45380,8.05, ,S, , , ,0
2,0,0,"Stanton, Mr. Samuel Ward",41,0,0,237734,15.0458, ,C, , ,"New York, NY",0
1,0,1,"Stead, Mr. William Thomas",62,0,0,113514,26.55,C87,S, , ,"Wimbledon Park, London / Hayling Island, Hants",0
1,1,0,"Stengel, Mr. Charles Emil Henry",54,1,0,11778,55.4417,C116,C,1, ,"Newark, NJ",0
1,1,0,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",43,1,0,11778,55.4417,C116,C,5, ,"Newark, NJ",1
1,1,2,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52,1,0,36947,78.2667,D20,C,4, ,"Haverford, PA",1
1,0,0,"Stewart, Mr. Albert A", ,0,0,PC 17605,27.7208, ,C, , ,"Gallipolis, Ohio / ? Paris / New York",0
2,0,1,"Stokes, Mr. Philip Joseph",25,0,0,F.C.C. 13540,10.5, ,S, ,81,"Catford, Kent / Detroit, MI",0
1,1,0,"Stone, Mrs. George Nelson (Martha Evelyn)",62,0,0,113572,80,B28, ,6, ,"Cincinatti, OH",1
3,0,1,"Storey, Mr. Thomas",60.5,0,0,3701, , ,S, ,261, ,0
3,0,2,"Stoytcheff, Mr. Ilia",19,0,0,349205,7.8958, ,S, , , ,0
3,0,2,"Strandberg, Miss. Ida Sofia",22,0,0,7553,9.8375, ,S, , , ,1
3,1,2,"Stranden, Mr. Juho",31,0,0,STON/O 2. 3101288,7.925, ,S,9, , ,0
1,0,0,"Straus, Mr. Isidor",67,1,0,PC 17483,221.7792,C55 C57,S, ,96,"New York, NY",0
1,0,0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",63,1,0,PC 17483,221.7792,C55 C57,S, , ,"New York, NY",1
3,0,2,"Strilic, Mr. Ivan",27,0,0,315083,8.6625, ,S, , , ,0
3,0,0,"Strom, Miss. Telma Matilda",2,0,1,347054,10.4625,G6,S, , , ,1
3,0,2,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29,1,1,347054,10.4625,G6,S, , , ,1
3,1,1,"Sunderland, Mr. Victor Francis",16,0,0,SOTON/OQ 392089,8.05, ,S,B, , ,0
3,1,2,"Sundman, Mr. Johan Julian",44,0,0,STON/O 2. 3101269,7.925, ,S,15, , ,0
3,0,1,"Sutehall, Mr. Henry Jr",25,0,0,SOTON/OQ 392076,7.05, ,S, , , ,0
1,0,0,"Sutton, Mr. Frederick",61,0,0,36963,32.3208,D50,S, ,46,"Haddenfield, NJ",0
3,0,2,"Svensson, Mr. Johan",74,0,0,347060,7.775, ,S, , , ,0
3,1,2,"Svensson, Mr. Johan Cervin",14,0,0,7538,9.225, ,S,13, , ,0
3,0,2,"Svensson, Mr. Olof",24,0,0,350035,7.7958, ,S, , , ,0
2,0,1,"Swane, Mr. George",18.5,0,0,248734,13,F,S, ,294, ,0
2,0,1,"Sweet, Mr. George Frederick",14,0,0,220845,65, ,S, , ,"Somerset / Bernardsville, NJ",0
1,1,0,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48,0,0,17466,25.9292,D17,S,8, ,"Brooklyn, NY",1
1,1,0,"Taussig, Miss. Ruth",18,0,2,110413,79.65,E68,S,8, ,"New York, NY",1
1,0,0,"Taussig, Mr. Emil",52,1,1,110413,79.65,E67,S, , ,"New York, NY",0
1,1,0,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39,1,1,110413,79.65,E67,S,8, ,"New York, NY",1
1,1,0,"Taylor, Mr. Elmer Zebley",48,1,0,19996,52,C126,S,5 7, ,"London /  East Orange, NJ",0
1,1,0,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)", ,1,0,19996,52,C126,S,5 7, ,"London /  East Orange, NJ",1
3,1,2,"Tenglin, Mr. Gunnar Isidor",25,0,0,350033,7.7958, ,S,13 15, , ,0
1,0,0,"Thayer, Mr. John Borland",49,1,1,17421,110.8833,C68,C, , ,"Haverford, PA",0
1,1,0,"Thayer, Mr. John Borland Jr",17,0,2,17421,110.8833,C70,C,B, ,"Haverford, PA",0
1,1,0,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39,1,1,17421,110.8833,C68,C,4, ,"Haverford, PA",1
3,0,1,"Theobald, Mr. Thomas Leonard",34,0,0,363294,8.05, ,S, ,176, ,0
3,1,2,"Thomas, Master. Assad Alexander",.4167,0,1,2625,8.5167, ,C,16, , ,0
3,0,2,"Thomas, Mr. Charles P", ,1,0,2621,6.4375, ,C, , , ,0
3,0,2,"Thomas, Mr. John", ,0,0,2681,6.4375, ,C, , , ,0
3,0,2,"Thomas, Mr. Tannous", ,0,0,2684,7.225, ,C, , , ,0
3,1,2,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",16,1,1,2625,8.5167, ,C,14, , ,1
3,0,2,"Thomson, Mr. Alexander Morrison", ,0,0,32302,8.05, ,S, , , ,0
1,1,0,"Thorne, Mrs. Gertrude Maybelle", ,0,0,PC 17585,79.2, ,C,D, ,"New York, NY",1
3,0,2,"Thorneycroft, Mr. Percival", ,1,0,376564,16.1, ,S, , , ,0
3,1,1,"Thorneycroft, Mrs. Percival (Florence Kate White)", ,1,0,376564,16.1, ,S,10, , ,1
3,0,2,"Tikkanen, Mr. Juho",32,0,0,STON/O 2. 3101293,7.925, ,S, , , ,0
3,0,2,"Tobin, Mr. Roger", ,0,0,383121,7.75,F38,Q, , , ,0
3,0,2,"Todoroff, Mr. Lalio", ,0,0,349216,7.8958, ,S, , , ,0
3,0,1,"Tomlin, Mr. Ernest Portage",30.5,0,0,364499,8.05, ,S, ,50, ,0
2,1,0,"Toomey, Miss. Ellen",50,0,0,F.C.C. 13531,10.5, ,S,9, ,"Indianapolis, IN",1
3,0,1,"Torber, Mr. Ernst William",44,0,0,364511,8.05, ,S, , , ,0
3,0,2,"Torfa, Mr. Assad", ,0,0,2673,7.2292, ,C, , , ,0
3,1,2,"Tornquist, Mr. William Henry",25,0,0,LINE,0, ,S,15, , ,0
3,0,2,"Toufik, Mr. Nakli", ,0,0,2641,7.2292, ,C, , , ,0
3,1,2,"Touma, Master. Georges Youssef",7,1,1,2650,15.2458, ,C,C, , ,0
3,1,2,"Touma, Miss. Maria Youssef",9,1,1,2650,15.2458, ,C,C, , ,1
3,1,2,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29,0,2,2650,15.2458, ,C,C, , ,1
2,0,1,"Troupiansky, Mr. Moses Aaron",23,0,0,233639,13, ,S, , , ,0
2,1,0,"Trout, Mrs. William H (Jessie L)",28,0,0,240929,12.65, ,S, , ,"Columbus, OH",1
2,1,1,"Troutt, Miss. Edwina Celia ""Winnie""",27,0,0,34218,10.5,E101,S,16, ,"Bath, England / Massachusetts",1
1,1,0,"Tucker, Mr. Gilbert Milligan Jr",31,0,0,2543,28.5375,C53,C,7, ,"Albany, NY",0
3,0,2,"Turcin, Mr. Stjepan",36,0,0,349247,7.8958, ,S, , , ,0
3,1,2,"Turja, Miss. Anna Sofia",18,0,0,4138,9.8417, ,S,15, , ,1
3,1,2,"Turkula, Mrs. (Hedwig)",63,0,0,4134,9.5875, ,S,15, , ,1
2,0,1,"Turpin, Mr. William John Robert",29,1,0,11668,21, ,S, , ,"Plymouth, England",0
2,0,1,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27,1,0,11668,21, ,S, , ,"Plymouth, England",1
1,0,2,"Uruchurtu, Don. Manuel E",40,0,0,PC 17601,27.7208, ,C, , ,"Mexico City, Mexico",0
3,0,1,"van Billiard, Master. James William", ,1,1,A/5. 851,14.5, ,S, , , ,0
3,0,1,"van Billiard, Master. Walter John",11.5,1,1,A/5. 851,14.5, ,S, ,1, ,0
3,0,1,"van Billiard, Mr. Austin Blyler",40.5,0,2,A/5. 851,14.5, ,S, ,255, ,0
1,0,0,"Van der hoef, Mr. Wyckoff",61,0,0,111240,33.5,B19,S, ,245,"Brooklyn, NY",0
3,0,2,"Van Impe, Miss. Catharina",10,0,2,345773,24.15, ,S, , , ,1
3,0,2,"Van Impe, Mr. Jean Baptiste",36,1,1,345773,24.15, ,S, , , ,0
3,0,2,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30,1,1,345773,24.15, ,S, , , ,1
3,0,2,"van Melkebeke, Mr. Philemon", ,0,0,345777,9.5, ,S, , , ,0
3,0,2,"Vande Velde, Mr. Johannes Joseph",33,0,0,345780,9.5, ,S, , , ,0
3,0,2,"Vande Walle, Mr. Nestor Cyriel",28,0,0,345770,9.5, ,S, , , ,0
3,0,2,"Vanden Steen, Mr. Leo Peter",28,0,0,345783,9.5, ,S, , , ,0
3,0,2,"Vander Cruyssen, Mr. Victor",47,0,0,345765,9, ,S, , , ,0
